crystal	atoms	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163
3,4-dimethoxybenzaldehyde	C9H10O3	-17.6787	-17.71465	-17.681879	-17.609417	-17.619978	4.085224	-5.9647236	-9.68988	-7.7157354	-17.639063	-7.9134893	-4.24536	-9.253413	-8.7053795	-10.445246	-5.0414805	-6.067525	-6.856195	-6.444261	-2.4393594	-7.454007	-6.715475	-8.792318	-6.617734	-8.375222	-9.322565	-4.490013	-17.633362	-9.91584	-5.671487	-4.347604	-4.009397	-6.832652	-6.916349	-6.5545063	-7.3288684	-7.2049127	-9.646291	-2.899369	-17.292364	-3.089407	-8.136054	-4.7838445	-9.530261	-11.080569	-4.1443624	-4.8548946	-5.114317	-5.797788	-17.619606	-17.641161	-17.641819	8.200813	9.934109	0.80743897	1.8380172	9.809966	3.7562783	3.45186	-17.6572	-17.705942	1.4607419	1.4955754	-0.6064737	-17.57248	1.2916975	-5.6611357	-17.655859	2.2986917	-2.7088413	-0.25146753	-17.591576	-17.689878	-1.7781754	-0.79100454	-2.566415	-2.1186454	0.07446711	0.42735875	-5.3622413	0.4085311	-2.3423247	-3.1362514	1.5456214	0.8956828	-2.1418598	-2.343238	-0.29431918	-0.8969275	2.5888352	-1.9235076	0.3931242	-2.6474066	-17.625536	-1.4800764	-2.2475228	2.4520054	-0.96501756	1.0840578	-2.1446147	-1.3942075	0.75821054	0.28754157	-4.5625186	-6.170655	-1.7897937	-0.2890467	1.0121537	-6.729267	-4.55997	-7.4991636	-1.304023	-2.069452	-0.77568823	-7.610872	-17.68809	-2.4968548	-3.734891	-2.6633387	-0.16532461	-1.9312662	-1.0962502	-3.5109713	-4.9375987	-1.6138947	-5.2724457	-4.6123977	-6.8049235	-4.53373	-1.0405324	-9.733679	-4.598714	-1.3069222	-2.4827664	-3.0970178	-6.565804	-1.6057675	-2.3049285	-5.089162	-2.5979059	-4.7879047	-0.28565502	-5.466789	-5.578312	-7.7168083	-8.900403	-4.455068	-7.2569165	-7.617643	-15.876769	-9.492688	-13.640319	-9.029752	-10.8811865	-9.494427	-8.914899	-12.15716	-12.752689	-15.807769	-16.022436	-18.007387	-17.375874	-17.785658	-17.591633
3,4-dimethoxyphenol	C8H10O3	-18.116823	-17.838865	-18.116491	-18.064878	-18.06801	4.3033533	-5.811478	-10.277341	-7.568201	-18.050106	-9.106807	-4.500331	-9.84346	-8.634275	-10.195617	-5.826647	-6.5533233	-6.945216	-6.810508	-2.360426	-7.334234	-7.0657806	-8.524209	-7.250601	-8.454495	-9.43079	-5.5070057	-18.08038	-10.393742	-5.7953243	-4.181974	-4.0673046	-7.8928857	-7.096118	-6.7232084	-7.4146667	-7.2643223	-9.960043	-2.1802044	-17.724583	-3.106456	-8.986457	-4.918764	-10.611356	-11.666195	-4.7934875	-6.1481304	-5.9636407	-5.6103077	-18.076147	-18.077692	-18.064869	8.671867	9.82524	1.355757	1.9824257	9.895385	4.433783	3.3161783	-18.13787	-18.136768	1.781419	2.3552456	-0.08272639	-17.991146	1.9199165	-4.505773	-18.07122	3.4950125	-3.5341074	0.21972817	-18.033564	-18.147219	-1.6019936	-1.2537322	-2.3193252	-2.6776574	-0.27287054	0.8384285	-5.106384	-0.43358952	-2.3774319	-3.0511138	1.3139582	1.0950592	-2.5563126	-2.5877786	-0.2664918	-0.63700765	1.9108919	-1.3441947	0.23995942	-3.0712974	-18.069813	-2.0893235	-1.4049014	1.8230933	-0.03408145	0.4837858	-2.521812	-1.2711774	-0.28803828	0.3684327	-3.7341168	-5.5992126	-0.78156114	0.48213142	0.1165159	-7.231265	-4.23067	-7.7731194	-1.5547583	-1.5230194	-1.6258014	-7.9811296	-18.118862	-2.5879977	-4.92103	-3.560935	-0.065123625	-2.7605686	-2.4281986	-3.9856665	-6.2517986	-2.721774	-5.4195056	-5.7547865	-7.684778	-4.7326975	-1.6734027	-10.61323	-6.1271772	-2.0488262	-4.437375	-3.5917456	-8.000879	-2.492482	-3.8415651	-6.0769515	-2.8373477	-5.913878	-0.22132552	-6.449205	-6.373511	-9.173905	-10.116763	-4.3768783	-8.243046	-8.348065	-16.292936	-10.252805	-13.500339	-10.153397	-11.801135	-9.858234	-10.122	-12.533395	-12.829486	-16.18351	-16.585228	-18.468576	-17.83739	-18.211233	-18.01128
3,5,3'-tri-iodo-l-thyronine	C15H12I3NO4	-17.867767	-14.8519945	-17.94311	-17.850288	-17.882395	4.2436934	-7.0550685	-8.244021	-6.7888255	-17.875877	-8.274683	-6.7342167	-9.751883	-5.377663	-6.479555	-6.874613	-6.776121	-5.7111287	-6.5634594	-3.8032455	-8.347311	-6.66321	-9.252767	-5.801427	-8.465615	-9.713177	-7.13599	-17.878786	-9.226363	-6.861633	-6.865263	-6.692038	-7.0445013	-6.200079	-7.3804927	-10.471745	-5.727412	-8.328265	-5.833952	-17.62673	-3.2049332	-7.9141293	-8.099397	-8.403965	-10.505296	-5.094981	-7.296227	-8.344037	-6.510896	-17.891981	-17.84742	-17.90293	6.6905775	8.644088	2.0329986	0.8106183	8.551227	6.3907475	-0.37357178	-17.906462	-17.888592	2.4456413	1.3842328	-1.1803099	-17.833078	1.1832484	0.27168658	-17.930052	-0.37025535	1.4891244	-0.99485207	-17.867174	-17.925575	-1.013267	-2.7862742	5.710968	-0.20750572	-1.5847205	4.1361504	-2.240035	-0.01998644	-2.3876452	-1.6750897	-4.725744	-2.9807227	-0.17523126	0.27555165	-2.6440732	0.8473701	-0.07600391	0.6270373	-1.8220265	-1.5930463	-17.908375	-1.3067249	-3.357865	-1.46001	-3.5734055	0.10277005	-3.8250341	1.0737734	0.47866014	-1.9937048	-1.3108153	-0.9077687	0.36622128	-0.08787741	-2.9095788	-4.1967587	2.0094676	-1.8865488	2.5556293	-2.622363	-3.1066232	-1.0761409	-17.84689	-1.9992415	-3.03039	-0.043927927	-3.0433815	-2.7305853	-0.8430505	-4.7317243	-4.140305	-1.0506694	0.27646124	-5.492305	-4.8910418	-1.2365334	-4.2257733	-11.918619	-7.0429187	-0.9376769	-5.141155	-2.4826443	-6.019373	-5.1274004	-2.6702378	-5.4123974	0.2010335	-4.219778	-0.97145164	-4.404293	-6.740973	-6.4928484	-7.9229555	-5.550589	-9.446456	-6.588927	-15.87916	-8.111512	-8.296876	-7.9787626	-14.226365	-7.7286224	-10.514529	-12.654197	-11.777069	-15.985758	-16.187077	-18.124283	-17.55965	-17.873695	-17.925552
3,5-dimethoxybenzaldehyde	C9H10O3	-17.736433	-17.806482	-17.739544	-17.665386	-17.685339	3.8310916	-5.996842	-9.658392	-7.6154833	-17.697054	-8.029317	-4.195633	-9.316969	-8.879594	-10.473376	-5.124468	-6.137556	-6.8610444	-6.522865	-2.3941808	-7.414435	-6.631202	-8.751329	-6.8438673	-8.457409	-9.416986	-4.5177402	-17.69505	-9.860392	-5.626076	-4.313466	-3.9530382	-6.72656	-6.940777	-6.5046887	-7.5787644	-7.528231	-9.649146	-2.6635423	-17.343378	-2.997204	-8.286994	-4.7801194	-9.611871	-11.224714	-4.0971723	-4.964334	-5.06958	-5.806323	-17.684307	-17.691696	-17.695206	8.281327	10.021281	0.784995	1.8573395	9.91404	3.7880878	3.5282297	-17.71372	-17.757881	1.5054225	1.678613	-0.61163485	-17.631392	1.3374534	-5.6842504	-17.70915	2.317225	-2.6173966	-0.34562585	-17.64953	-17.749567	-1.8035896	-0.63132215	-2.599921	-2.2620919	0.22775918	0.4906639	-5.5036106	0.49781147	-2.5039423	-3.0560718	1.4938849	1.0682149	-2.1510682	-2.3867931	-0.15620333	-0.7800758	2.538403	-1.6414015	0.42076305	-2.6858628	-17.681158	-1.6744837	-2.0443516	2.4488537	-0.9831532	1.0162655	-2.2810197	-1.654612	0.6494384	0.20059218	-4.514808	-6.3661737	-1.6865479	-0.173432	0.8827597	-6.897721	-4.601624	-7.6209173	-1.3085399	-2.0688581	-0.6416071	-7.70456	-17.743383	-2.3619707	-3.9756684	-2.9011369	-0.041583247	-1.8083391	-1.2285488	-3.730172	-5.2317686	-1.6466331	-5.471355	-4.799375	-7.1041856	-4.770731	-1.0269319	-9.841198	-4.7318745	-1.2922362	-2.6194074	-3.0389876	-6.8984137	-1.4675517	-2.4409912	-5.317895	-2.647561	-4.9070005	-0.26803547	-5.663767	-5.6994286	-7.9857154	-9.094808	-4.56013	-7.4459643	-7.798659	-15.928654	-9.516566	-13.834817	-9.2747135	-11.145682	-9.598582	-9.015204	-12.174901	-12.8673525	-15.879616	-16.063698	-18.077839	-17.432823	-17.8415	-17.64549
3,5-dimethyl-1h-pyrazole	C5H8N2	-17.198822	-16.117594	-17.194038	-17.160582	-17.209343	4.106985	-5.872632	-10.003147	-5.98461	-17.16397	-7.95001	-4.555701	-10.051894	-7.6195087	-8.903007	-6.689619	-6.768901	-4.965842	-5.255518	-2.9910529	-5.9334273	-6.7652717	-7.82898	-5.84844	-7.1885695	-8.414799	-4.0929747	-17.104923	-9.69719	-5.6025515	-4.559556	-4.5653367	-8.544633	-5.417842	-5.820956	-7.516424	-6.0106072	-7.3996263	-2.783323	-16.982233	-4.3686347	-9.425947	-4.5740623	-7.6346393	-9.402977	-5.231975	-6.0845547	-4.443651	-5.099346	-17.141975	-17.170012	-17.19307	6.079132	9.543456	4.0062747	1.8263764	10.298107	8.578397	2.041392	-17.189108	-17.240162	2.2359967	2.3254936	2.3067722	-17.076033	0.2098021	-1.745819	-17.153418	1.7129774	-1.6283587	-0.40283126	-17.098635	-17.2109	0.855797	-1.6251092	0.92969567	-1.5951586	-1.5247416	2.265825	-2.747562	-0.8221312	-3.267909	-5.068842	-0.29994905	0.24645138	-2.857631	-1.3027741	-2.8229883	-3.474748	1.1323628	-0.02449506	-0.7887464	-4.5549293	-17.184656	-5.49192	1.090154	0.7629733	-0.5098472	-0.41739768	-0.5917069	-0.25550777	-2.1702502	-0.39465588	-1.2959067	-4.114	-0.50544786	-0.45529002	0.11307354	-7.857091	-1.968973	-7.601585	0.9997436	-0.084647596	-5.0991044	-5.6621428	-17.22096	1.0877597	-5.6775985	-3.973511	-0.87797904	-2.7679818	-1.2657022	-3.9994805	-6.924834	-2.5102105	-3.0597007	-6.7957587	-5.1020217	-2.798102	-1.6325128	-9.167659	-7.4550123	-0.9693023	-5.664409	-3.446037	-6.6484466	-5.2046494	-4.1359935	-4.125265	-3.9038675	-6.3067584	-2.0024383	-5.4272327	-7.3788996	-7.6919084	-8.260081	-2.8287559	-7.8084702	-6.9704614	-15.346256	-9.135026	-9.7988405	-8.178849	-11.960186	-9.717713	-10.382704	-11.242127	-11.616619	-15.567763	-15.914416	-17.498571	-16.865225	-17.326591	-17.036304
3,5-diphenyl-1h-pyrazole	C15H12N2	-17.108114	-17.821302	-17.12215	-17.031115	-17.075808	5.647503	-5.7338386	-10.115178	-7.0239797	-17.040668	-7.4510455	-3.3146653	-10.97133	-7.0248346	-9.577435	-6.165116	-6.727518	-4.8789616	-6.3156996	-2.9698718	-6.7275147	-5.406593	-8.890061	-5.7496576	-7.3151417	-9.811986	-4.378012	-17.039011	-9.893921	-5.877948	-3.8296995	-2.9721997	-6.7209215	-4.1795793	-7.083509	-7.4949107	-6.562349	-6.502002	-3.6653998	-16.777122	-5.243433	-10.677456	-5.6898212	-7.7923446	-10.480951	-3.1118064	-6.6293116	-2.669938	-4.9097185	-17.076103	-17.051594	-17.06619	7.0959144	10.333552	4.6467824	3.6570902	10.268314	7.924798	1.147709	-17.0885	-17.120274	-0.1800268	3.1371043	2.0634408	-16.996014	-0.7963252	0.30778793	-17.082518	-0.96787596	-2.6526253	-1.0917149	-17.016195	-17.115639	0.09706299	-0.49686268	0.40559492	-0.51830095	0.22306164	1.8494624	-3.2360556	0.37800422	-1.5348577	-5.1194105	-3.6569924	2.5099468	-2.450304	-0.0783263	-6.03687	-2.612493	0.102228925	0.42239842	-0.85091895	-5.298035	-17.066193	-7.801828	-0.19938992	-0.30143708	-2.592698	-3.578475	-1.1871289	2.8565269	-1.1508774	-1.1366239	-2.4450629	-5.007077	0.19127935	0.8984209	1.3258002	-9.287237	-1.9904633	-9.497349	3.2078412	2.0016713	-3.8597572	-6.2114825	-17.089811	2.301424	-5.4212584	-2.030973	2.378132	-2.6725082	-0.20169249	-1.4140468	-6.505033	0.083976716	-3.5110877	-5.1528497	-4.4615383	-3.4672709	-0.5792339	-9.229212	-9.418804	0.25899276	-5.3518696	-3.0146985	-7.7002974	-5.103826	-4.922159	-3.9540467	-3.3638651	-4.9694786	-3.198711	-4.400623	-7.083923	-8.615729	-9.4459715	-2.9139237	-8.507354	-7.7177734	-15.228537	-9.107711	-10.222752	-8.091179	-11.722328	-9.842622	-9.637354	-11.357095	-12.923058	-15.355886	-15.735962	-17.486029	-16.691816	-17.157639	-16.95409
3-((2-methyl-1,3-thiazol-4-yl)ethynyl)pyridine	C11H8N2S	-16.739954	-15.554817	-16.754675	-16.703869	-16.74383	6.69496	-7.3768706	-9.539828	-6.4495335	-16.753736	-7.19759	-5.1371303	-9.935997	-7.20927	-8.685452	-6.162702	-5.9437394	-4.82174	-4.5158296	-3.8341544	-7.275918	-5.8066792	-7.303512	-6.4827986	-6.604907	-8.087011	-4.6071873	-16.721813	-9.165696	-6.6449018	-5.0368214	-4.651487	-9.351441	-5.3670716	-6.017008	-7.7045293	-5.758325	-7.027908	-4.275018	-16.481956	-4.6199665	-8.626003	-3.916806	-8.481305	-9.47009	-5.431836	-5.8417907	-5.013026	-4.818048	-16.738419	-16.759314	-16.753376	5.356271	9.747861	5.6384916	1.1248808	9.35839	7.682286	2.4343493	-16.725117	-16.82396	1.4300559	0.1933703	1.9658126	-16.712936	0.68222964	-1.1283233	-16.755657	1.2486769	-1.5380392	-2.010414	-16.660145	-16.777847	0.77020913	-2.0762873	0.38956338	-1.9965063	-1.9637306	2.0939672	-2.2787592	-0.14587219	-3.8360767	-3.49861	-1.2566395	-0.92297363	-4.7686357	-1.2296375	-2.8009531	-2.8821654	0.624551	-1.8535684	-0.48104364	-4.236963	-16.7735	-3.2334495	-1.6451188	1.0401204	-0.32774192	1.4555109	-0.59494543	0.2519894	-1.5073682	0.3208696	-1.5691303	-2.9056284	-1.2118322	-0.44752616	-0.073291466	-7.0250425	-1.2932076	-7.209128	0.15556274	0.42001912	-5.5252004	-5.0591397	-16.778568	0.6867483	-4.255171	-1.6828064	-0.91582656	-2.0487168	-0.12177658	-3.873371	-5.191594	-1.5197662	-0.45694673	-6.286643	-5.4454174	-2.401262	-1.5875354	-8.556747	-6.744749	-0.02213953	-4.0933514	-3.401738	-4.317207	-4.1673784	-2.1049325	-3.0961947	-2.3820903	-5.0659323	-1.4639119	-4.267908	-6.6628575	-6.853106	-7.623297	-2.1188202	-7.8844295	-7.513504	-14.547205	-8.256291	-8.831666	-7.751383	-9.994971	-8.555351	-9.04875	-10.370419	-11.345166	-14.697677	-15.5476	-17.000366	-16.393286	-16.838268	-16.622835
3-(4-chlorophenyl)-1,1-dimethylurea	C9H11ClN2O	-16.966219	-13.205169	-16.958061	-16.911098	-16.91886	3.9496384	-8.185344	-8.281695	-5.3474708	-16.945044	-6.7392635	-7.167393	-9.755726	-6.719236	-9.047793	-8.060581	-7.419521	-5.0759783	-3.098002	-3.7652504	-7.024027	-6.093886	-7.707554	-6.5037904	-8.080192	-8.992591	-6.209106	-16.901178	-9.5267725	-7.1800456	-5.157677	-6.5737653	-9.978229	-5.42372	-5.653982	-8.334614	-6.986727	-7.1894655	-4.7964854	-16.708563	-2.3862891	-7.7990446	-4.812907	-6.415131	-9.488192	-5.568168	-7.2400427	-6.497055	-4.4128556	-16.925255	-16.941889	-16.944988	5.4264765	8.139189	1.179976	-2.5731711	8.490652	6.7148194	2.5507748	-16.91889	-17.01628	0.24025829	-3.2261	2.808558	-16.861536	0.68614626	0.24213071	-16.975166	1.1438941	2.4376485	-0.7121589	-16.91521	-16.97811	0.10718137	-0.7856054	0.09707887	-3.4731126	-0.2186319	6.1773314	-0.6563238	0.5268688	-2.9402807	-2.2264557	-1.4360511	-3.82505	-3.2409127	-1.254753	-2.5278971	-1.2137153	-0.4277492	-0.3988101	-2.6171958	-3.4445202	-16.940235	-1.6009914	-2.1567686	-0.53862613	-1.1282742	2.1431398	-3.0240061	-1.9754463	-2.6902096	1.1601304	-0.017951325	-4.6854906	-1.5440452	-0.24837321	-1.6233178	-2.66983	0.9152568	-4.170259	-0.0023875427	-2.798547	-6.1149907	-1.12999	-16.918106	0.42813316	-3.007202	-3.0624628	-1.2612097	0.33661947	-1.936969	-6.903391	-5.386514	-4.7515993	0.9182634	-5.564181	-5.234582	-0.9896685	-2.4319904	-9.871058	-5.737058	0.7627501	-3.6746557	0.6046889	-3.0673127	-5.2587013	-2.3292136	-3.2168534	-1.1266949	-3.0443435	-1.7214746	-4.8426633	-6.354547	-6.2531853	-7.971918	-4.0400286	-8.987866	-6.1204586	-15.547389	-8.944099	-8.593651	-8.426876	-12.610917	-10.727135	-9.705808	-12.975262	-12.403828	-14.843545	-15.420335	-17.08281	-16.74966	-16.958923	-16.86162
3-acetyl-4-hydroxycoumarin	C11H8O4	-18.245266	-17.396381	-18.244688	-18.16717	-18.20504	3.7873392	-6.6531043	-9.864871	-8.363351	-18.184906	-7.7634296	-5.6110234	-11.529677	-8.9926	-10.930729	-6.121131	-6.625445	-6.2714043	-6.2627077	-3.0595648	-7.482428	-5.7398376	-8.99427	-7.8113246	-8.731252	-10.048968	-5.0988007	-18.195087	-10.662843	-6.5690904	-4.984778	-4.9095454	-7.522899	-6.149566	-6.1870646	-7.4691887	-8.182501	-9.24302	-3.9795158	-17.85337	-3.887317	-9.147136	-5.781845	-8.490294	-11.202117	-4.4569316	-6.4278026	-4.8508673	-5.835577	-18.194382	-18.182726	-18.192423	8.403797	9.453244	0.8246439	0.9460316	9.257228	4.935048	3.3667703	-18.213072	-18.229216	0.57723546	1.3794463	0.8914644	-18.138336	0.51390713	-3.1593275	-18.204731	0.9176731	-1.5529971	-0.52198493	-18.170523	-18.257767	-1.5403383	-0.21594176	-2.3737698	-1.8408111	0.06903341	1.5112631	-4.5722094	1.3725935	-1.8707359	-3.2812562	-1.0534122	0.56427985	-2.573401	0.09513393	-2.7961168	-1.4921222	1.170272	-0.6400608	-1.8371114	-4.301193	-18.189997	-3.6393747	-2.6078973	2.2348745	-1.564349	-0.06353096	-2.7209394	0.059489895	-0.4370916	0.06851295	-2.4429345	-7.111355	-2.4612675	0.41425714	0.61297065	-5.563629	-3.8494415	-7.7718825	-0.55880266	-2.0639577	-1.8771107	-6.261649	-18.226152	-0.76194453	-3.2103155	-3.1934247	1.6480775	-1.2480474	-0.83269864	-2.986311	-5.8373394	-1.4409682	-4.7146974	-4.980332	-6.6468716	-4.995188	0.03593402	-10.102876	-5.397808	0.6991496	-3.160768	-1.7916867	-6.419879	-2.8714154	-2.834902	-4.663018	-2.4085379	-5.1065025	-2.3831704	-6.058056	-7.0811143	-7.734161	-9.510306	-4.6862884	-8.778587	-8.5492325	-16.691883	-10.294973	-13.047299	-9.192785	-11.835971	-10.926181	-8.5289755	-12.979646	-14.209614	-16.152647	-16.168438	-18.730219	-17.96604	-18.295454	-18.150703
3-aminoflavone	C15H11NO2	-17.559834	-18.29133	-17.58322	-17.484913	-17.517231	5.169762	-5.6921926	-10.075873	-7.843971	-17.479614	-7.329973	-3.6673102	-11.189498	-7.1527886	-10.172864	-6.1668463	-6.819345	-5.8147	-6.7801123	-3.0899677	-7.210294	-5.3289638	-9.301145	-6.118457	-7.3922186	-10.28332	-5.0105467	-17.503033	-9.739618	-6.2547817	-3.5305746	-3.1055999	-6.4725685	-4.617098	-7.215319	-7.4790583	-6.735758	-6.849162	-4.330005	-17.18608	-5.762455	-10.465872	-6.009226	-8.350267	-11.186426	-3.2085953	-6.9415584	-3.2062016	-4.617326	-17.516573	-17.49082	-17.504627	8.058863	10.029493	4.112869	3.7117753	9.7915945	6.3439617	1.3847967	-17.530024	-17.553474	-1.17819	2.6075993	1.211415	-17.461208	-1.0281799	0.10413128	-17.519062	-0.97767305	-3.1931973	-0.9119488	-17.471369	-17.5575	-0.65901965	-0.16013691	-1.0580006	-0.39002773	0.7572602	0.7949402	-3.5058029	0.19655915	-0.523942	-4.4251137	-3.7257977	2.7940073	-2.298061	-0.10261593	-6.0707245	-1.9237077	-0.15671156	-0.09093193	-0.8727695	-4.311706	-17.521334	-6.9262166	-0.9193476	-0.25637078	-2.8285003	-3.68568	-1.0893952	2.8575332	-0.46096355	-0.75157195	-2.870591	-5.059363	0.22850461	1.0052854	1.3760802	-8.757425	-2.2059736	-9.267577	2.2972538	2.1331677	-2.8687294	-6.372857	-17.523586	1.9096605	-4.8504405	-1.8055453	2.9657192	-2.759105	-0.6712542	-1.0615555	-5.836051	0.029024374	-3.9851065	-4.330763	-4.259318	-3.9366868	0.09004384	-9.41506	-8.851487	-0.06817767	-4.230606	-2.984311	-7.8582125	-4.3600607	-4.452002	-4.0796638	-3.2872689	-4.7405915	-3.4991388	-4.338865	-7.2106085	-8.568085	-10.1348295	-3.1594727	-9.221748	-7.700384	-15.833827	-9.388794	-11.060995	-7.978595	-11.678186	-10.092594	-9.481199	-11.833048	-13.726702	-15.689702	-16.005255	-18.001932	-17.186874	-17.584589	-17.418566
3-aminophenol	C6H7NO	-17.466461	-16.666403	-17.459528	-17.425144	-17.456951	3.6955621	-5.433872	-9.758951	-6.5644703	-17.419384	-7.863774	-4.5632477	-10.417001	-7.344215	-9.178325	-6.207666	-6.590238	-5.530008	-5.8522477	-2.3081367	-6.4563594	-6.39672	-7.7577147	-5.8721857	-7.297782	-8.78989	-4.416506	-17.38476	-9.738664	-5.7300415	-4.2383285	-4.713571	-7.89514	-5.455174	-5.947873	-7.4184947	-6.0064483	-8.028278	-3.2719562	-17.17738	-4.0751934	-9.294053	-4.9784265	-8.302781	-9.94484	-4.5486717	-6.345322	-4.6872473	-4.9320903	-17.408346	-17.428005	-17.437157	7.900697	9.816743	3.5853033	1.8944496	10.2225485	7.804204	1.7428421	-17.446056	-17.493217	1.7445911	2.3150215	1.1642123	-17.344128	0.6869491	-2.0785182	-17.415565	1.6169021	-2.5345898	-0.52833736	-17.37828	-17.471716	0.24543373	-1.9220054	0.1543843	-1.6399188	-1.0588312	1.9518716	-3.435522	-0.6281085	-2.5660455	-4.356331	-0.8397544	0.5633145	-2.5880494	-0.89116883	-2.9918191	-2.6402802	0.86996675	-0.31004208	-1.4086598	-4.057643	-17.447266	-5.1069064	-0.22904006	0.77684957	-0.9942158	-0.8951879	-1.0116936	0.4479535	-1.216843	-0.8249738	-1.485315	-4.58042	-0.833829	-0.61091065	0.12667349	-7.1260543	-2.3603284	-7.614781	0.66037023	-0.40813363	-3.9937072	-5.6148224	-17.475864	0.105523676	-4.944429	-3.5955331	-0.46935508	-3.1368656	-1.4871202	-3.6531756	-6.828991	-2.1905317	-3.7359972	-6.437254	-5.4620757	-3.5163596	-0.9683637	-9.619608	-7.4344983	-0.8699325	-5.170793	-3.445178	-7.3814006	-4.790911	-4.07145	-4.241687	-3.4506216	-5.9591427	-1.8461086	-5.5957966	-7.1116524	-7.716001	-9.20808	-3.4055533	-8.552389	-7.260952	-15.71085	-9.949328	-10.597921	-8.293601	-12.232732	-10.161731	-10.418438	-12.018327	-12.563905	-15.648629	-15.887293	-17.864565	-17.169226	-17.570549	-17.326244
3-aminopyridine	C5H6N2	-17.300575	-17.047	-17.295456	-17.23339	-17.275953	4.437483	-6.5778356	-10.2536955	-4.7099056	-17.236443	-8.406125	-4.4228687	-10.1042385	-8.504071	-8.514788	-8.173794	-6.1324077	-3.84681	-5.704254	-1.5040071	-5.1404247	-5.412222	-7.5982738	-7.5028768	-7.813948	-8.99426	-3.7534506	-17.23346	-8.893502	-4.7813144	-4.723164	-2.6812136	-7.121936	-5.3836045	-6.153717	-6.730929	-8.377278	-7.5628734	0.9826722	-17.027119	-2.33726	-10.258758	-4.3712544	-8.489641	-11.085979	-3.171431	-7.5669346	-3.2232504	-5.697052	-17.284819	-17.255974	-17.24828	7.0525956	10.217632	1.3337892	-0.3550867	10.321177	8.9899	2.7876794	-17.234015	-17.322752	1.6430986	2.4010549	3.7660303	-17.19549	1.5542724	-2.293368	-17.261063	2.675742	-1.7757423	0.72451	-17.239365	-17.326687	-1.1905398	1.5426468	-0.8629673	-4.369332	0.48397297	4.4078245	-5.099185	1.6041471	-5.5501513	-2.3671427	-0.657377	1.8486812	-1.3820494	-2.5672915	-2.4843073	-1.0914464	1.3502221	1.8556229	-1.475732	-5.329915	-17.285704	-6.338019	2.312799	0.37065357	-1.1140648	-1.5726237	-2.9268894	-2.4192812	-4.5958204	-1.6514764	-0.69377524	-7.537392	-0.07436392	0.7095136	-0.31641522	-9.093066	-3.5463815	-9.30916	0.46790358	-0.791128	-2.9499657	-6.277766	-17.284416	1.3513017	-6.069031	-5.842235	0.27541205	-0.7561661	-2.4515946	-4.3566604	-7.9468646	-3.0237176	-5.2890687	-7.1233473	-7.938694	-5.0587254	-1.9726475	-10.145077	-7.7622676	0.40778744	-6.369622	-1.1517353	-8.808333	-3.724436	-6.281032	-5.872157	-2.899619	-5.697493	-1.3209845	-7.443989	-6.7745857	-11.173248	-10.784066	-5.4743056	-9.281118	-8.836077	-15.725022	-10.684612	-10.582573	-11.808022	-13.922599	-11.120086	-11.431616	-12.754677	-13.166151	-14.94387	-15.997089	-17.712261	-16.968548	-17.463167	-17.12765
