crystal	atoms	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163
metamitron	C10H10N4O	-17.466927	-16.216373	-17.490704	-17.42386	-17.468855	5.270268	-7.1289005	-9.662858	-6.2162786	-17.456663	-7.1524544	-5.2738705	-10.917432	-7.658755	-8.742852	-6.845616	-6.597466	-5.479739	-4.8802557	-2.7178402	-6.708489	-5.5776687	-7.5272017	-6.908609	-7.9247127	-9.499765	-4.530071	-17.441727	-9.220862	-6.0465655	-4.7322545	-4.6616898	-8.622885	-5.356116	-5.632452	-8.093164	-6.49021	-7.966562	-3.6577203	-17.224802	-3.5702534	-8.289608	-5.4480815	-7.0537763	-10.164097	-4.544032	-7.197314	-3.944106	-5.766691	-17.4819	-17.47412	-17.467003	6.725527	9.533932	2.7973063	1.0481192	9.566231	8.7612915	3.205977	-17.431692	-17.535015	1.4346727	0.8099874	1.9735591	-17.416203	0.780013	-1.1870207	-17.47274	0.8438754	0.12535155	-1.9307004	-17.42052	-17.493118	0.34154508	-2.104043	0.17816114	-2.0216584	-0.99640274	3.219655	-3.579365	1.4619651	-3.06633	-3.0665903	-1.5169456	-1.6696538	-3.4195945	-0.7391621	-3.6652734	-2.4451761	-0.09338863	-1.3639734	-1.6324137	-4.44754	-17.479067	-4.4821305	-1.9670311	1.3589044	-0.9642276	0.51457256	-2.342713	0.54757863	-1.182485	-0.7857439	-0.9834819	-4.9394593	-2.1663444	-1.217557	-0.07869282	-5.7954807	-2.0929518	-7.586535	0.8659575	-0.8421404	-4.610265	-3.8225436	-17.497726	1.3946342	-3.3629062	-2.5055795	-0.22961059	-2.0238543	-0.16673826	-4.5021753	-5.276187	-2.043882	-1.6808183	-6.5533614	-6.0223975	-2.7361643	-0.8894514	-9.200639	-6.1555004	0.68793887	-4.0047965	-1.9875419	-5.1315856	-4.0605025	-2.3063204	-3.6280332	-2.4876063	-4.6121335	-2.0130382	-5.4463825	-6.6520953	-7.7586117	-8.052767	-3.51353	-8.043435	-7.947494	-15.785813	-9.399529	-9.009173	-8.368568	-11.697296	-10.855008	-8.912538	-11.905444	-13.001287	-15.326399	-16.101616	-17.802317	-17.185184	-17.631243	-17.407612
metformin	C4H12ClN5	-16.838625	-12.365735	-16.865812	-16.792551	-16.88611	4.434244	-8.047554	-8.467103	-5.8916206	-16.84577	-6.738752	-8.386972	-9.81456	-7.6659255	-9.052133	-9.015045	-7.1767864	-5.1364064	-3.086865	-5.0361204	-6.3889337	-6.3235164	-8.196494	-7.213316	-7.394968	-8.910661	-6.0637994	-16.773865	-9.749758	-7.5172343	-6.0986757	-6.7979555	-10.621513	-4.730335	-5.31594	-7.819403	-7.16931	-6.428534	-4.116537	-16.679443	-3.0490746	-6.6334467	-4.4028773	-5.6185603	-8.314883	-7.16643	-7.6938186	-5.7295647	-4.719669	-16.808441	-16.80209	-16.85538	3.5157137	6.8079543	1.2127553	-3.0049703	8.281418	7.507506	2.3933477	-16.834383	-16.861856	0.59886956	-3.186616	3.5174918	-16.756702	0.19636609	-0.07174211	-16.850946	1.6134082	3.623644	-0.2505717	-16.788996	-16.883835	0.8855599	-1.1354309	0.5985868	-2.9957721	-1.7189186	5.5857954	0.21605553	-0.58293766	-3.281296	-2.6565857	-0.590087	-4.2154045	-4.086925	-1.1541917	-2.5129867	-2.7839391	-0.10620104	-0.89442605	-2.7222483	-4.3485227	-16.824211	-1.9370146	-0.3346728	0.67711264	-0.10718893	2.4728937	-1.7957512	-2.5074298	-4.0468736	1.848713	1.1974025	-3.8814619	-1.9668564	-0.8226953	-1.3948594	-2.2638328	0.6924387	-3.4982975	-0.76201546	-2.4700842	-6.7155	-1.0672138	-16.837954	1.5220801	-2.2972836	-3.7152119	-1.2700615	1.1640705	-1.966787	-5.8389025	-4.8981705	-5.0428843	1.0667145	-5.6875	-4.0754576	-0.88394666	-2.1188064	-8.857709	-4.149551	0.9404703	-3.9439392	0.4383622	-1.6983713	-5.0379777	-1.8791232	-2.3888612	-1.6670119	-4.0135202	-1.9417824	-4.754002	-7.055344	-5.255694	-6.2590885	-2.8104463	-7.472833	-5.4015746	-15.504827	-7.9047637	-7.713583	-7.008752	-10.800719	-9.800468	-8.8063755	-10.981268	-11.093053	-14.900151	-15.303845	-17.029793	-16.61031	-16.870806	-16.72189
methanamine	CH5N	-15.8926115	-16.264645	-15.85773	-15.801566	-15.872905	2.5822573	-5.50898	-9.577731	-5.3318887	-15.840262	-8.289662	-3.3712387	-7.279659	-8.080447	-8.592688	-6.5848107	-6.8357296	-5.5391884	-6.009251	-2.6141455	-6.8359594	-5.999264	-7.6451025	-5.0727015	-7.5450735	-7.166283	-4.711013	-15.794276	-8.190281	-4.5286026	-3.1966748	-4.0168867	-5.239278	-6.5394506	-7.1830235	-5.717359	-5.614185	-7.7532845	-1.7904507	-15.610398	-2.2636151	-7.466628	-4.462507	-7.588618	-10.218737	-3.9317563	-5.8958077	-3.3018444	-6.7137613	-15.823414	-15.852272	-15.904887	5.5931253	7.945637	2.979398	0.8382005	9.643535	7.443137	1.9539112	-15.864397	-15.966039	3.1099849	3.1477292	-1.7995493	-15.783114	2.6679583	-3.133302	-15.878737	1.0982326	-2.984278	0.29488793	-15.823537	-15.905262	-0.4691469	0.35765162	-0.5437158	-1.3159139	-0.14932238	3.7409403	-7.1352897	1.4053507	-4.544755	-3.692796	2.8486972	0.7128529	-1.7100438	-4.8682184	0.12247393	0.8316734	-0.023951542	-1.5096712	0.30271953	-1.1819202	-15.863073	-4.1381187	-0.8368758	0.8232835	-1.7706995	-0.5516348	0.08774854	-2.435082	-0.42873132	-0.9463737	-3.004134	-4.798372	-2.4519708	-1.4470247	0.24963933	-8.186823	-3.5061412	-7.8752356	-0.70761424	-1.7012037	-1.9540694	-5.3476973	-15.908933	-0.11353177	-3.9172843	-3.0004938	-3.2544243	-3.9298053	-2.5412898	-4.5191207	-6.42932	-1.1968925	-3.0980349	-7.663218	-6.940296	-3.1465793	-4.2918544	-8.567415	-5.127378	-1.7594643	-4.963146	-3.9221873	-7.9342914	-4.133649	-3.700486	-4.586075	-3.1513844	-4.8074584	0.71353024	-3.8876102	-5.420388	-8.604811	-7.783382	-6.163682	-6.511701	-7.010453	-14.478643	-9.424732	-8.057612	-8.473262	-11.227464	-8.109245	-10.488149	-10.678959	-9.978185	-14.177657	-14.705001	-15.950131	-15.580337	-15.979762	-15.8163595
methandrostenolone	C20H28O2	-17.42735	-16.4542	-17.40937	-17.362703	-17.388117	3.5511334	-5.899972	-10.669864	-8.138122	-17.342552	-8.767994	-5.5347247	-9.746015	-7.8108735	-10.221447	-5.6507607	-6.286904	-6.1371684	-6.9773817	-4.2351284	-7.8093543	-7.5993376	-10.052341	-5.927031	-8.27054	-8.856048	-5.6688123	-17.372274	-11.884337	-6.168523	-5.566505	-4.2290854	-8.517033	-6.7939634	-8.125785	-7.080998	-6.8407345	-8.519672	-3.9054065	-17.124565	-5.322489	-10.306241	-5.294259	-9.71547	-10.0470915	-5.9791822	-5.394739	-6.84863	-5.054008	-17.354988	-17.346119	-17.38583	6.5703254	8.783209	2.3907862	1.5706044	9.273262	3.916296	0.64195085	-17.421907	-17.453201	0.015604851	2.1558013	1.0071884	-17.289478	0.6360749	-2.7731125	-17.38455	2.5938036	-2.481263	1.5223385	-17.323803	-17.421165	-0.73175204	-0.5653288	-0.87818044	-1.0067824	-1.3861464	0.28360677	-2.8898773	-1.5219655	-1.5450981	-3.7146728	-0.50930506	2.145927	-1.7401137	-1.0365638	-1.7960261	-1.4919893	2.7841427	-0.6542923	0.04690693	-4.3242598	-17.380041	-1.8768892	-1.2641644	0.3021506	-1.1625046	0.10844581	-1.6120447	0.6891311	-1.2243925	0.6245907	-3.2998407	-4.6320014	0.25220367	1.7014823	0.89783007	-7.27569	-2.1063209	-6.515946	-0.8190346	-0.6678417	-2.7048342	-7.7236156	-17.420042	-2.4385955	-4.763025	-2.241889	0.4520104	-2.3041658	-2.070504	-1.3693677	-4.7482033	-1.959882	-4.4280124	-3.653762	-4.38098	-3.086456	-2.299912	-10.846455	-6.99881	-0.959386	-4.5053144	-2.7930536	-6.552591	-4.351189	-5.062982	-4.6322427	-2.2917266	-5.7336216	-2.3461306	-4.338553	-6.8244762	-6.860179	-8.784232	-3.9400165	-8.2170725	-6.677745	-15.642625	-8.562024	-12.73541	-7.996733	-10.55165	-9.307449	-10.42459	-11.983252	-11.977304	-16.096859	-15.999628	-17.67553	-17.152643	-17.442537	-17.261213
methanesulfonamide	CH5NO2S	-17.26581	-16.661098	-17.230871	-17.22216	-17.289497	4.668505	-6.450899	-10.852405	-6.196781	-17.265541	-7.832381	-4.444989	-9.616865	-8.342354	-8.292627	-6.988551	-6.3334346	-5.559522	-6.063219	-1.6008474	-6.842636	-6.893562	-6.653129	-7.304278	-7.0660877	-6.878571	-5.05995	-17.241356	-8.165632	-4.9657063	-4.4655876	-3.9978838	-8.213975	-7.0152135	-5.7908936	-6.0590816	-5.722308	-8.051855	-1.718489	-16.950596	-4.343684	-9.524408	-4.3830023	-9.712983	-10.677262	-5.9380794	-6.699482	-5.1573415	-5.4395494	-17.24454	-17.270506	-17.270662	8.603996	6.8773065	5.104282	0.77729803	9.592282	7.958441	3.4071755	-17.230833	-17.359335	1.3011633	2.4854755	0.24758525	-17.223827	1.7122678	-1.9099181	-17.238161	2.6169724	-4.1734805	-0.18920423	-17.181965	-17.253632	0.5921987	0.11030212	-2.2014024	-2.2614932	-1.3975155	1.5245143	-5.6156616	-0.5036628	-4.369455	-2.597202	0.92426133	1.5549836	-3.1529086	-2.8284147	-1.4812131	-1.7593565	1.7416558	-1.112543	-1.2873454	-3.4110308	-17.287922	-3.9580805	-1.0014094	0.9357913	-0.23625703	0.105266936	0.2825636	-0.8458154	-1.787928	-0.81280273	-1.1843667	-4.0233746	-1.2611347	-1.2243016	0.08730735	-7.7651186	-2.7618024	-8.069321	-1.9820454	0.08738265	-3.9426775	-6.6900525	-17.285963	-0.7738146	-5.600422	-4.845604	-3.2739027	-4.562573	-1.6724353	-3.9034357	-6.867177	-1.6354321	-4.388475	-7.734776	-6.4618554	-4.5062947	-1.6187994	-9.55106	-5.8868623	-2.0760694	-5.439549	-5.7370934	-7.964126	-3.8159127	-4.6347866	-4.752738	-5.1601067	-6.548988	-1.807363	-6.3631854	-7.939571	-8.771294	-8.747469	-5.30356	-8.840855	-8.623999	-15.6556015	-11.080069	-9.118072	-9.250152	-11.732502	-10.508588	-10.738142	-12.035862	-12.581124	-15.510994	-15.783717	-17.525766	-17.013983	-17.41605	-17.161322
methoxybenzene	C7H8O	-17.423744	-18.085518	-17.415981	-17.35986	-17.372904	3.6252809	-5.4330406	-10.126732	-6.6292543	-17.354858	-8.469196	-3.4577854	-8.641714	-8.888448	-9.567935	-5.648475	-5.9315476	-5.997617	-6.4516363	-1.7946827	-6.6932893	-6.7025886	-8.391391	-6.836836	-8.124223	-9.0709305	-3.914563	-17.362576	-9.442059	-4.6721764	-3.8023815	-3.046923	-6.089623	-6.8648505	-6.575997	-6.511775	-8.042756	-9.671106	-0.8732645	-17.026747	-2.08116	-9.205139	-4.2799864	-10.194659	-11.664928	-3.060111	-4.8906617	-4.434636	-5.4090967	-17.371452	-17.381426	-17.369873	7.713855	10.322781	1.0967878	1.4709494	10.241524	4.6230397	2.8150842	-17.400476	-17.440098	2.3777657	2.9112568	0.77845514	-17.302275	2.587989	-5.5032873	-17.386581	3.1975434	-3.8153589	0.48742473	-17.349148	-17.432035	-2.0638027	0.047494784	-2.1124408	-3.734667	0.4842583	1.5163064	-6.390815	0.56754214	-3.2757173	-2.6577635	1.8078178	2.6541739	-1.2612274	-3.5845928	0.35892904	-0.38482738	2.42675	-0.77750367	0.80996317	-2.9422815	-17.390598	-2.7676601	-0.08747173	2.2309399	-0.9155132	-0.079456024	-2.2345304	-2.713516	-0.7348963	-0.8243984	-4.31474	-7.15136	-1.1756198	0.5859257	0.97987115	-8.586481	-5.6614604	-8.691341	-1.0783048	-1.8723078	-0.19783184	-8.630249	-17.422745	-2.2820988	-5.7064867	-4.507243	0.009199329	-1.9035169	-2.2852762	-3.4333553	-6.356303	-2.3777766	-6.612	-5.357802	-8.509969	-5.3379946	-1.7471008	-9.96274	-5.980625	-1.00008	-4.0095105	-2.5443418	-8.538322	-1.372135	-4.343807	-6.425775	-2.5029254	-5.8199935	0.3071623	-6.3992405	-5.6478844	-9.834102	-10.511809	-4.937782	-7.7591767	-8.515388	-15.594071	-9.7307005	-13.563595	-10.792014	-12.189363	-9.456228	-10.59889	-12.280996	-12.42193	-15.316781	-15.944406	-17.794151	-17.080194	-17.5456	-17.269215
methylethylamine	C3H9N	-16.918556	-16.939121	-16.901505	-16.853977	-16.895235	3.2955573	-5.3820586	-10.7179785	-4.6981573	-16.862421	-9.271961	-4.3470883	-8.673478	-9.354159	-8.874812	-7.2339606	-5.9410763	-4.1391587	-6.223661	-1.3594726	-5.493258	-6.368857	-8.208075	-7.314944	-8.212991	-8.012906	-3.574913	-16.840143	-9.680704	-3.9809256	-5.5716305	-3.6745286	-6.1488647	-7.0036497	-6.5728984	-6.264402	-8.633457	-9.1695595	1.6668992	-16.637316	-1.606405	-10.134298	-4.373161	-10.174688	-10.682348	-3.8991733	-5.5595684	-4.2088466	-6.9810376	-16.853489	-16.851265	-16.88742	6.4045653	9.581674	0.1802701	-0.373952	11.1070595	7.9053173	2.2676558	-16.876942	-16.950447	3.783735	4.3920755	2.4866815	-16.773094	3.2240887	-5.197741	-16.880299	4.401338	-3.2411606	1.4382864	-16.839794	-16.936172	-1.290594	1.5999463	-0.93246406	-4.384801	-0.0086640045	4.0378985	-6.262453	0.9373443	-6.3694334	-2.9651785	2.3131533	2.8554556	-0.6219217	-3.9620583	1.145826	-0.6308551	3.0687726	1.5851436	0.2539413	-4.877278	-16.871624	-5.172954	2.7249677	1.4398167	-0.9001244	-0.61440486	-2.273202	-4.0106244	-3.9622736	-1.6680397	-2.0264492	-7.942222	-1.4198674	0.90482867	0.10124036	-8.962856	-5.374408	-8.710221	-1.2169042	-2.6225553	-1.4520568	-8.134596	-16.900114	-0.86594474	-6.6367383	-7.264538	-1.0203024	-1.3394912	-3.4054837	-4.250993	-8.4952545	-3.0813491	-7.238817	-7.3344293	-8.859727	-4.9914355	-3.000924	-10.725412	-6.573039	-0.27374455	-6.8696294	-2.1841085	-9.830679	-3.4846222	-6.7596154	-6.7751637	-2.9031413	-6.516898	0.47268268	-7.3293	-6.0742936	-10.544666	-10.001723	-6.252162	-7.77796	-8.1242075	-15.23354	-10.190642	-12.197421	-11.72599	-13.540051	-10.241343	-12.462035	-12.382772	-11.331967	-15.022599	-15.513677	-17.18255	-16.601883	-17.081045	-16.720533
methyluracil	C5H6N2O2	-17.851463	-16.365332	-17.845806	-17.818401	-17.857431	3.3799865	-6.3212776	-9.878875	-6.625841	-17.809927	-7.513072	-5.3479033	-11.237113	-7.5775123	-9.111801	-7.1329346	-6.873354	-5.7978888	-5.675698	-2.3974364	-6.348085	-6.1023974	-7.5792155	-6.49049	-7.194083	-8.960903	-4.819248	-17.777153	-9.081901	-6.084481	-4.2229123	-4.820231	-8.80919	-5.404419	-5.6451836	-7.7473936	-6.070556	-7.571441	-3.7663507	-17.587282	-4.878254	-9.491037	-5.1760426	-7.686217	-10.142038	-5.000229	-7.517389	-4.887067	-4.4726906	-17.810053	-17.81923	-17.827639	8.360035	9.309415	3.3641574	1.315731	9.747261	8.00489	2.5102308	-17.81582	-17.881649	0.6952671	1.3764099	1.8223448	-17.750757	0.08423561	-0.7940218	-17.795826	1.155692	-1.7177103	-0.7264173	-17.772799	-17.855968	0.30016643	-1.6755539	-0.53664434	-1.5681518	-0.6611911	1.7296088	-2.914816	-0.49129605	-2.2597687	-3.2929258	-1.8429157	0.03906563	-2.821826	-0.36587918	-4.061427	-2.791131	0.0023081761	-0.4219487	-2.2864807	-3.8886738	-17.84997	-5.131438	-0.2880019	0.51595366	-1.2139815	-0.84066224	-0.76645106	0.4077939	-2.084471	-0.39794216	-0.42040387	-4.344937	-0.5907742	-0.9027099	-0.40004253	-6.3841753	-1.8763666	-7.419763	0.10913077	-0.10630474	-4.65524	-4.591354	-17.86568	1.0254649	-4.6482906	-3.7712693	0.0014560652	-2.857839	-1.8466606	-4.1628194	-6.383688	-2.8130774	-3.269956	-6.198689	-4.814707	-3.566572	-0.32634106	-9.492466	-6.947626	-0.7204028	-4.80276	-3.0871267	-6.79221	-4.742899	-3.792465	-3.8205676	-3.6458273	-5.8870907	-3.1204255	-6.043459	-7.9391003	-7.790202	-9.340808	-3.542161	-9.516927	-7.4305305	-16.300661	-10.133519	-9.86816	-8.36014	-12.625384	-11.194414	-10.005877	-12.587037	-13.562745	-16.000212	-16.157787	-18.287264	-17.608267	-17.963543	-17.723232
metoprolol	C15H25NO3	-17.648285	-17.570684	-17.659765	-17.598186	-17.598593	6.3521023	-5.827353	-11.434183	-7.4491634	-17.588255	-8.699521	-4.9338884	-9.27771	-7.9393024	-10.014814	-6.0821137	-6.6841297	-5.877564	-6.8925495	-3.701164	-7.4721546	-7.6984215	-10.050036	-6.079102	-8.023139	-9.155695	-5.0836697	-17.60194	-11.393706	-5.5781603	-5.7372966	-4.3525043	-7.863447	-6.734137	-8.229066	-7.080693	-6.8179083	-8.36355	-2.8978925	-17.371197	-5.349802	-10.658726	-5.676858	-10.111738	-10.223554	-5.712136	-6.169188	-6.2570972	-6.0208673	-17.591412	-17.60766	-17.646006	6.757742	9.295042	2.7858589	1.6908292	9.85394	5.7021136	0.5332467	-17.64698	-17.678381	0.9746236	2.529673	1.4922794	-17.524958	0.7236685	-2.7722092	-17.639915	2.995003	-2.9089801	1.6082089	-17.56752	-17.65732	-0.76287264	-0.5584631	-0.5187619	-1.6115217	-0.97861236	0.6943274	-3.5809748	-1.4693407	-2.1039467	-4.193518	0.2500739	2.4909868	-1.2375875	-1.7270285	-1.7811657	-1.6863872	2.9596198	-0.49819806	-0.27687976	-4.183115	-17.615149	-2.9163566	0.027436364	0.2555908	-1.1884675	-0.7900339	-1.1526123	0.39729854	-0.97317404	-0.0944238	-2.924239	-4.850187	-0.020425096	0.63492775	1.1511004	-7.6985316	-2.5388682	-7.2598515	-0.2635508	-0.17661896	-2.8921387	-7.489057	-17.630291	-1.7192426	-5.8441963	-3.5062635	-0.4121147	-2.706059	-1.7786387	-1.5380439	-5.8334346	-1.8132048	-5.019035	-4.6250896	-4.731991	-3.085143	-2.4070423	-11.108473	-7.9955525	-1.2860066	-5.164241	-3.1662302	-7.792763	-4.7433715	-5.7044315	-4.626836	-3.1404696	-5.955139	-1.6738211	-4.887199	-6.465687	-7.433818	-9.22856	-3.9357357	-8.154629	-6.6633525	-15.852311	-9.21654	-12.320047	-8.524945	-11.382298	-9.378236	-10.94021	-11.81239	-11.790973	-16.228416	-16.361551	-17.884777	-17.321587	-17.738073	-17.513186
micheliolide	C15H20O3	-17.959484	-17.053135	-17.966925	-17.906876	-17.914639	5.6000586	-5.7237873	-10.538693	-6.7078123	-17.879461	-8.927774	-5.1086392	-9.71087	-7.966695	-9.700414	-6.1306047	-6.674956	-6.0462065	-6.9624596	-3.3264332	-7.3028917	-7.0648303	-9.211089	-6.5973363	-8.93568	-9.528904	-5.6476245	-17.932201	-11.458353	-5.6847672	-5.4748254	-4.962494	-7.997689	-6.9281673	-7.366434	-8.62539	-7.4454756	-9.942111	-2.6709297	-17.632683	-3.1814299	-9.42431	-5.407428	-11.066021	-11.007969	-5.1975026	-6.373862	-6.8565087	-6.353357	-17.910213	-17.907398	-17.937252	7.4405365	9.485525	1.4220488	0.39507043	9.892272	5.1433477	1.1037048	-17.928278	-17.979969	0.8374298	1.8881001	0.4942556	-17.845827	2.061654	-3.259057	-17.943235	3.159037	-2.5999951	0.95343405	-17.90565	-17.966774	-1.2348602	-0.7522585	-1.0588655	-3.1278696	-0.6710939	2.133827	-4.607956	-0.30942383	-2.5592992	-3.0334933	0.46468875	0.8182542	-1.6399974	-2.1390464	0.014522788	-0.2370247	1.9954816	-0.472958	-0.487207	-3.8961163	-17.926575	-2.478795	-1.2141542	0.20745775	-0.18754157	0.68110067	-3.6251707	-0.31445235	-0.51149523	-0.072005264	-2.3633378	-5.4099126	-0.50595033	1.5273945	-0.4192147	-6.283902	-2.3280737	-6.5775056	-0.61828595	-1.5432795	-2.056893	-6.707112	-17.940384	-2.3183053	-4.7466016	-3.2639017	-0.3993694	-2.244892	-2.3910825	-3.7420988	-6.1396785	-2.2914612	-4.668388	-5.3211927	-6.917661	-3.6305673	-2.5231268	-11.672979	-7.2231727	-1.0164047	-5.083304	-2.3527408	-8.078557	-4.036605	-4.92501	-5.7326245	-2.0284483	-5.2296715	-0.6299787	-5.958374	-6.0646877	-8.128022	-10.493844	-5.1293626	-8.780633	-7.343737	-16.367025	-10.18393	-12.574085	-9.323456	-12.500257	-10.33568	-11.784574	-12.982933	-12.6568	-16.250534	-16.676533	-18.27991	-17.734114	-18.09209	-17.855967
mifepristone	C29H35NO2	-17.096296	-17.331047	-17.127449	-17.0713	-17.062603	7.8913817	-5.5116825	-10.985291	-6.8135433	-17.043306	-8.9331875	-4.1655464	-9.379808	-7.968926	-10.028649	-5.1319356	-5.82006	-5.2205157	-6.276162	-3.3426394	-6.8125324	-7.2214756	-9.04797	-6.2756	-7.871539	-8.420745	-4.604896	-17.071823	-11.801715	-5.5159125	-5.3872595	-4.269675	-8.137408	-6.2074285	-7.6821675	-6.6507554	-6.581654	-8.317355	-1.8918811	-16.843754	-4.3100843	-9.795391	-4.525806	-9.98761	-9.789445	-5.729824	-5.512061	-5.724873	-5.9880657	-17.066875	-17.086031	-17.097908	6.72263	10.19662	2.6702132	1.8086449	10.47161	6.2267594	1.0370716	-17.122055	-17.149895	1.7525705	3.039951	1.1280748	-17.000984	0.84564316	-4.0548058	-17.09723	3.5775125	-3.1704404	1.1904559	-17.025234	-17.14	-0.7545842	-0.8128395	-0.3609818	-2.177936	-1.672446	0.9824675	-4.3332086	-1.5884279	-3.2910287	-4.779036	0.9498537	2.0327585	-2.1378953	-2.0578382	-0.55222994	-1.847921	3.4753397	-0.14803636	-0.3479895	-4.8670573	-17.089127	-3.156642	0.07738188	1.0621512	-0.3273281	0.16795187	-1.7552326	0.2137421	-1.0844159	0.5187306	-2.517583	-4.93784	0.050799083	1.1157206	0.4991605	-7.776005	-2.833981	-7.4678106	-0.5981193	-0.51615703	-3.0232134	-7.868473	-17.099842	-2.4438818	-5.8218145	-3.780336	-0.6090955	-2.3392615	-1.2473239	-2.1442726	-6.7267494	-1.5607163	-4.980192	-5.6962304	-5.795877	-3.7677798	-2.6696177	-10.865445	-8.211931	-1.375351	-5.5995054	-3.3326287	-7.859235	-4.669539	-5.061807	-4.6524773	-2.8646848	-6.334758	-0.30446905	-5.8901916	-6.0442486	-7.704775	-9.308027	-3.7709641	-7.4174285	-7.3806515	-15.145147	-9.317165	-12.355841	-8.982075	-10.796627	-8.53525	-10.822876	-11.088748	-11.21004	-15.616184	-16.137299	-17.442	-16.811113	-17.303246	-16.983286
mildronate	C6H18N2O4	-18.111034	-18.984509	-18.101822	-18.063044	-18.085054	4.183866	-6.608863	-11.383884	-8.0488405	-18.05531	-8.276156	-4.106276	-9.424138	-9.01531	-9.916789	-6.1876507	-7.7370067	-7.541774	-7.112928	-2.3319623	-8.446757	-7.709595	-9.120035	-6.665187	-8.457929	-9.773066	-5.1254573	-18.06337	-9.325638	-4.8928046	-4.337659	-4.507255	-7.166985	-8.120122	-7.905297	-7.3683376	-7.2359443	-9.6075945	-4.353286	-17.791435	-4.6828113	-10.847642	-6.978261	-9.438496	-12.212661	-4.5383897	-7.1564956	-5.1253448	-6.136484	-18.0539	-18.050955	-18.10277	8.121578	8.312357	3.2740984	3.7459161	9.596922	6.1856427	3.6128662	-18.099913	-18.157066	1.5172937	3.5262823	0.31585506	-17.996447	2.052235	-2.1240134	-18.09347	1.3660605	-3.014046	-1.0328993	-18.02874	-18.114326	0.07513218	-1.4733156	-1.6757153	-0.7012608	0.26318225	1.0084279	-4.8995376	0.9301041	-1.1150575	-3.3511436	-0.022149896	2.9931397	-1.356613	-1.8551338	-3.0112295	-1.960392	0.50798285	-1.9735596	0.30201396	-2.4851747	-18.0825	-4.648359	-2.2428594	2.2124434	-2.696502	-1.5204194	-0.2664187	0.017046835	0.016745033	-1.6797475	-4.85199	-6.19494	-2.2230766	-0.62015104	2.782344	-8.349561	-5.089676	-9.173188	-0.3971375	-0.9200559	-1.9798578	-7.557877	-18.09138	-0.3489992	-5.6209307	-2.9927554	-0.22185428	-4.7249875	-2.370183	-3.0877106	-5.3712006	-2.4385004	-5.377047	-5.5489507	-6.335018	-3.276061	-1.2401198	-10.343106	-6.1554217	-0.8536465	-3.7236853	-4.15088	-7.8174086	-2.9950457	-4.4454093	-5.356921	-4.4852266	-5.898554	-2.6542628	-4.273072	-7.0816197	-9.076206	-8.188225	-4.428537	-7.854859	-7.9756336	-16.40354	-8.907827	-11.613838	-8.522645	-12.245081	-11.028194	-9.166948	-12.127085	-13.247745	-16.86763	-16.604408	-18.361994	-17.857925	-18.18081	-17.999819
